drug_id,smiles
D00683,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.O=S(=O)(O)O
D00684,CS(=O)(=O)O.Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1
D00687,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
D00688,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O
D01386,CN[C@@H](C)[C@H](O)c1ccccc1.Cl
D01462,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O
D02082,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1.CS(=O)(=O)O
D05246,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
D01126,Cl.N=C(N)NCCC[C@H](N)C(=O)O
D02278,CC(=O)O.NCCCC[C@H](N)C(=O)O
D02279,Cl.NCCCC[C@H](N)C(=O)O
D03966,N[C@@]1(C(=O)O)CC[C@H]2[C@H](C(=O)O)[C@H]21.O
D00665,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
D00673,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl
D03503,CN/C(=N\CCSCc1nc[nH]c1C)NC#N.Cl
D00676,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O
D02826,Cl.Cl.c1ccc2c(c1)CC[C@H](CNCCCNC1=NCCCN1)O2
D05740,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O.O=S(=O)(O)O
D00674,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl
D06396,COc1cc(N)c(Cl)cc1C(=O)NC1CCN2CCCC1C2
D00845,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
D01236,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2.Cl
D01652,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
D02721,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O
D02725,CS(=O)(=O)NC(=O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1ccccc1
D03187,CCCC1([C@H](O)C/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2CCCCCCC(=O)OC)CCC1
D01891,COC(=O)CCC=C=CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1ccccc1
D03642,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1
D00312,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)[O-])cc4CC[C@H]3[C@@H]1CCC2=O.[Na+]
D00962,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
D02217,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
D00730,CCCCOC(=O)c1ccc(N)cc1
D02042,C[C@H](CN1C(=O)C2=C(C=C(C=C2)C(=O)OC)N=C1SCC(=O)N)O
D03260,CC1=C(OC2=C1C=C(C=C2)OC)C(=O)NC3=CC(=NN3C)C(C)(C)C
D03115,CC(=O)NC1=C(C=CC(=C1)C(=O)COC(=O)C2=CC3=C(CCC3)C=C2)O
D03778,CC(C)C(C)NC(=O)CSC1=CC=C(C=C1)[N+](=O)[O-]
D03781,CCOC1=CC=CC2=C1OC(=C2)C(C)NC(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4
D03787,CC1=CC(=CC(=C1)N2C=CN=C2SCC(=O)N(C)CCC#N)C
D03756,CCCN1C(=NN=N1)COC2=C(C=C(C=C2[N+](=O)[O-])C)C
D03760,C1CC(CN(C1)C2=C(C=C(C=C2)[N+](=O)[O-])Cl)O
D02115,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)N[C@H]2CCCC3=CC=CC=C23
D03803,CN(CC1=CC=C(C=C1)OC)C(=O)NC2=CN=CC=C2
D03643,C1CN(C2=CC=CC=C21)C(=O)C3=CC=C(C=C3)N4C=NN=N4
D02173,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)C2=C(C=CC(=C2)F)OC
D02558,C1=CC=NC(=C1)CCNC(=O)CCC2=NC(=NO2)C3=CC=C(C=C3)F
D01984,CN(CC(=O)OCN1C(=O)C2=CC=CC=C2N=N1)S(=O)(=O)C3=CC=C(C=C3)F
D00324,C1=CC=C(C=C1)/C=C/CC(=S)C(=O)O
D01709,C1CSC2=C(C=C(C=C2)C(=O)OCC(=O)NC3=CC=CC=C3F)NC1=O
D01765,C1CSC2=C(C=C(C=C2)C(=O)OCC(=O)C3=CC=CC=C3F)NC1=O
D03741,C1COCCN1CCCNC(=O)C2=CC=C(C=C2)C3SCCS3
D01264,COC1=CC2=C(C=C1)C(=CC(=O)O2)COC(=O)C3=CC4=C(C=C3)SCCC(=O)N4
D01275,CC1=C(C=C(O1)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3)C(=O)OC
D02214,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)N(C)C
D01211,CC1=C(C2=CC=CC=C2N1)C(=O)[C@H](C)OC(=O)CCC(C)C
D01453,COC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)COC2=CC(=CC(=C2)Cl)Cl
D02409,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)O[C@@H](C)C(=O)NC2=CC3=C(C=C2)OCO3
D02101,C[C@H](CN1C(=O)C2=C(C=C(C=C2)C(=O)OC)N=C1SCCSC)O
D05156,CC(C)(C)NC(=O)CS(=O)(=O)CC1=NN=NN1C2CC2
D00759,CNC(=O)NC(=O)CSC1=C(C=CC=C1Cl)Cl
D00677,C1=CC(=CC=C1C2=CC=C(S2)C(=O)OCC(=O)NC3=C(C=CS3)C#N)Cl
D02041,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)NC(=O)NCCC2=CCCCC2
D02253,COC(=O)C1=CC2=C(C=C1)C(=O)N(C(=N2)S[C@@H]3CCOC3=O)C[C@H]4CCCO4
D05461,CCS(=O)(=O)C(C)C(=O)NC1=CC(=C(C=C1)C)F
D02546,C1=CC(=CC(=C1)NC(=O)C2=CC3=C(C=C2)N=CS3)C(=O)N
D03830,C1=CC=C2C(=C1)C(=CN2)CC(=O)NC3=CC=CC=C3OC(F)(F)F
D01450,C[C@@H](C(=O)NCCC1=CC=C(C=C1)F)OC(=O)C2=CC3=C(C=C2)SCCC(=O)N3
D01448,C[C@H](C(=O)NC1=CC=CC=C1[N+](=O)[O-])OC(=O)C2=CC3=C(C=C2)SCCC(=O)N3
D02234,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)NCC2=CC(=CC=C2)OC
D03274,CCN(CC)C(=O)C1=CC(=CC=C1)NC(=O)C2=CC(=CC=C2)F
D04034,CCC1=CC=C(S1)CNC(=O)NC2=C(C=C(C=C2)Br)F
D02163,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)NNC(=O)C2=CC=CC=C2
D04048,CCC1=CC=C(S1)CNC(=O)NC2=CC(=CC=C2)I
D01454,CN(C)C(=O)C1=CC=C(C=C1)NC(=O)COC2=CC(=CC(=C2)Cl)Cl
D03415,CCC(C(=O)NC1=NOC(=C1)C)OC2=CC=C(C=C2)SC
D03881,CCC1(C(=O)N(C(=O)N1)CC(=O)NC(C)(C)CC)C2=CC=C(C=C2)OC
D00780,C1COCCN1C(=O)COC(=O)C2=CC=C(S2)C3=CC=C(C=C3)Cl
D00666,C1=CC=C(C=C1)C(=O)NNC(=O)COC(=O)C2=CC=C(S2)C3=CC=C(C=C3)Cl
D01994,C[C@H](CN1C(=O)C2=C(C=C(C=C2)C(=O)OC)N=C1S[C@H](C)C#N)O
D02250,CC(=O)CSC1=NC2=C(C=CC(=C2)C(=O)OC)C(=O)N1C[C@H]3CCCO3
D01925,C[C@@H](CN1C(=O)C2=C(C=C(C=C2)C(=O)OC)N=C1SCC(=O)NCCOC)O
D02007,CC1=CC(=C(C=C1)C)CSC2=NC3=C(C=CC(=C3)C(=O)OC)C(=O)N2C[C@H](C)O
D02588,C1C(=O)NC2=C(S1)C=CC(=C2)C(=O)NC3=CC=CC=C3O
